student_id,avg_grade,total_approval_rate,is_first_choice,parents_education_score,financial_stress,status,student_segment
126,13.972222222222223,0.9166666666666666,1,74,0,Graduate,4
127,13.100000000000001,0.8333333333333334,1,57,0,Enrolled,8
128,13.333333333333332,1.0,0,40,0,Graduate,5
129,14.239126984126983,1.0,0,38,0,Graduate,5
130,13.490178571428572,0.9333333333333333,0,38,0,Dropout,5
131,12.666666666666668,1.0,0,74,0,Graduate,4
132,13.5,1.0,0,20,0,Graduate,5
133,7.0,0.35714285714285715,0,20,0,Dropout,3
134,11.69047619047619,1.0,1,75,0,Graduate,4
135,12.25,0.75,1,39,1,Dropout,7
136,11.85,0.8,1,38,0,Graduate,7
137,14.833333333333334,1.0,1,2,0,Graduate,6
138,13.04042857142857,0.8,0,20,0,Enrolled,7
139,17.35625,1.0,1,20,0,Graduate,5
140,12.666666666666666,0.8571428571428571,0,74,0,Graduate,8
141,12.333333333333332,0.9166666666666666,0,20,0,Graduate,5
142,0.0,0.0,1,4,1,Enrolled,3
143,11.416666666666668,1.0,0,13,0,Graduate,6
144,12.968125,1.0,0,38,0,Graduate,5
145,11.4,0.8333333333333334,0,75,0,Graduate,8
146,0.0,0.0,0,31,0,Dropout,3
147,11.433333333333334,0.6666666666666666,1,38,0,Dropout,7
148,13.770833333333332,1.0,1,22,0,Graduate,5
149,14.020952380952384,0.8666666666666667,1,20,0,Graduate,5
150,0.0,0.0,1,40,0,Enrolled,2
151,12.9,1.0,1,39,0,Graduate,5
152,11.583333333333334,0.6666666666666666,1,76,0,Enrolled,1
153,12.566666666666666,0.9166666666666666,1,74,0,Graduate,8
154,11.333333333333332,0.5,1,40,0,Dropout,7
155,11.75,0.8333333333333334,1,75,0,Dropout,8
156,11.2,1.0,1,76,0,Graduate,4
157,12.053571428571429,1.0,0,38,0,Graduate,5
158,11.416666666666668,0.8333333333333334,0,20,0,Graduate,7
159,11.8,0.8333333333333334,1,20,0,Graduate,7
160,13.083333333333332,1.0,1,20,0,Dropout,5
161,12.808333333333334,0.9333333333333333,1,56,0,Graduate,4
162,15.136875,1.0,0,38,0,Graduate,5
163,11.25,0.5833333333333334,0,24,0,Dropout,7
164,14.2,1.0,0,20,0,Graduate,5
165,12.75,1.0,1,56,0,Graduate,4
166,0.0,0.0,1,38,0,Enrolled,3
167,11.333333333333332,0.75,0,38,0,Graduate,7
168,14.257142857142856,0.875,1,4,0,Graduate,6
169,11.666666666666668,0.4166666666666667,1,38,0,Dropout,7
170,10.875,0.8,1,56,0,Enrolled,8
171,13.009821428571428,1.0,0,74,0,Graduate,4
172,11.683333333333332,0.8571428571428571,1,40,0,Graduate,5
173,11.833333333333332,0.6666666666666666,1,21,0,Graduate,7
174,12.458333333333332,0.8333333333333334,0,74,1,Dropout,8
175,12.583333333333332,0.7,1,74,0,Enrolled,1
176,12.6,0.8333333333333334,1,56,0,Graduate,8
177,11.95,0.5714285714285714,0,68,0,Dropout,1
178,11.4,0.8333333333333334,0,56,0,Dropout,8
179,14.466666666666667,0.8,1,2,0,Dropout,6
180,12.704260651629074,1.0,1,4,0,Graduate,6
181,12.916666666666666,1.0,1,56,0,Enrolled,4
182,6.0,0.4166666666666667,1,38,1,Dropout,3
183,6.083333333333333,0.5,0,38,0,Dropout,3
184,0.0,0.0,0,20,0,Dropout,3
185,10.285714285714285,0.6,0,6,1,Dropout,0
186,10.75,0.75,1,38,1,Enrolled,7
187,13.05,0.8571428571428571,0,39,0,Graduate,5
188,5.5,0.16666666666666666,1,20,0,Dropout,3
189,11.75,1.0,0,4,0,Graduate,6
190,12.25,1.0,1,57,0,Graduate,4
191,10.0,0.2727272727272727,1,38,0,Enrolled,7
192,0.0,0.0,1,15,0,Dropout,3
193,0.0,0.0,1,2,0,Dropout,3
194,12.242857142857144,0.875,0,76,0,Graduate,8
195,0.0,0.0,1,20,0,Dropout,3
196,12.93375,1.0,0,74,0,Graduate,4
197,0.0,0.0,1,5,0,Dropout,3
198,13.5,1.0,1,38,0,Graduate,5
199,11.575000000000001,1.0,1,4,0,Enrolled,6
200,14.041666666666668,0.8,1,2,0,Graduate,6
201,11.25,1.0,0,38,0,Graduate,5
202,12.324285714285711,0.875,0,38,0,Graduate,5
203,11.94047619047619,1.0,1,76,0,Graduate,4
204,11.196428571428571,0.75,0,56,0,Graduate,8
205,10.875,0.6666666666666666,1,68,0,Graduate,1
206,12.914285714285713,0.875,0,57,0,Graduate,8
207,14.0,1.0,0,22,0,Graduate,5
208,13.62857142857143,0.9166666666666666,1,20,0,Graduate,5
209,13.257142857142856,0.9166666666666666,1,22,0,Dropout,5
210,12.642857142857142,0.875,0,39,0,Graduate,5
211,12.916666666666666,0.8571428571428571,1,74,0,Graduate,8
212,15.741071428571429,1.0,1,4,0,Graduate,6
213,0.0,0.0,1,74,0,Dropout,2
214,11.857142857142858,1.0,1,2,0,Graduate,6
215,12.71875,0.9333333333333333,1,2,0,Enrolled,6
216,11.6,1.0,1,22,0,Graduate,5
217,5.0,0.08333333333333333,1,56,0,Dropout,2
218,5.0,0.08333333333333333,1,20,0,Dropout,3
219,6.75,0.2,1,56,0,Dropout,2
220,12.666666666666668,0.7,1,76,0,Graduate,8
221,13.916666666666668,1.0,0,74,0,Graduate,4
222,11.875,0.5,0,2,0,Dropout,0
223,13.021428571428569,0.8,1,20,0,Graduate,7
224,14.327083333333334,0.8666666666666667,1,39,0,Graduate,5
225,15.566666666666666,1.0,1,45,0,Graduate,5
226,12.4,1.0,1,5,0,Graduate,6
227,12.428571428571429,1.0,1,2,0,Graduate,6
228,0.0,0.0,0,68,0,Dropout,2
229,11.571428571428571,0.875,1,2,0,Graduate,6
230,12.761904761904763,0.75,0,38,0,Graduate,7
231,0.0,0.0,1,38,0,Dropout,3
232,13.1,1.0,0,4,0,Graduate,6
233,11.5,0.8333333333333334,1,38,0,Graduate,7
234,13.5,0.4,1,38,0,Dropout,7
235,12.8,0.9166666666666666,1,75,0,Graduate,8
236,13.283333333333333,0.9166666666666666,1,38,0,Graduate,5
237,11.452380952380953,1.0,0,74,0,Graduate,4
238,13.875,0.8,1,20,0,Dropout,5
239,11.041666666666668,0.5,1,38,1,Dropout,7
240,11.966964285714287,0.9285714285714286,0,4,0,Enrolled,6
241,13.232323232323232,0.6666666666666666,1,6,0,Enrolled,0
242,12.6,1.0,0,56,0,Graduate,4
243,0.0,0.0,1,38,0,Dropout,3
244,12.631818181818183,0.95,1,57,0,Graduate,4
245,13.22,1.0,1,57,0,Graduate,4
246,13.151428571428571,0.875,0,56,0,Graduate,8
247,12.041666666666668,0.5,1,74,1,Dropout,1
248,11.791666666666668,0.8333333333333334,0,56,0,Graduate,8
249,13.696428571428571,0.9166666666666666,1,20,0,Graduate,5
250,12.4,0.8333333333333334,0,57,0,Enrolled,8
251,13.916666666666668,1.0,0,75,0,Dropout,4
252,13.7,1.0,1,28,0,Graduate,5
253,5.5,0.08333333333333333,1,74,0,Enrolled,2
254,11.600000000000001,1.0,1,2,0,Graduate,6
255,8.0,0.07142857142857142,1,75,1,Dropout,2
256,12.952380952380953,1.0,1,74,0,Graduate,4
257,12.166666666666668,1.0,0,74,0,Enrolled,4
258,12.166666666666666,0.8333333333333334,1,2,0,Graduate,6
259,12.416666666666668,0.47058823529411764,1,2,1,Dropout,0
260,10.883333333333333,0.9166666666666666,1,75,0,Graduate,8
261,0.0,0.0,1,74,0,Dropout,2
262,11.958333333333332,0.5833333333333334,1,75,1,Dropout,1
263,14.0,1.0,1,2,0,Graduate,6
264,12.416666666666668,1.0,1,57,0,Graduate,4
265,11.958333333333332,0.5833333333333334,0,4,0,Graduate,0
266,14.828571428571427,0.875,0,5,0,Graduate,6
267,12.100000000000001,0.8333333333333334,0,76,0,Graduate,8
268,12.75,1.0,1,74,0,Graduate,4
269,13.671428571428573,0.875,0,2,0,Graduate,6
270,12.733333333333334,0.9166666666666666,1,75,0,Graduate,8
271,11.5,0.3,0,20,0,Dropout,7
272,12.916666666666668,1.0,1,31,0,Graduate,5
273,13.11,1.0,1,6,0,Graduate,6
274,14.964285714285715,1.0,1,39,0,Graduate,5
275,14.536607142857141,1.0,0,13,0,Graduate,6
276,10.833333333333332,0.6666666666666666,1,75,0,Dropout,1
277,12.377777777777776,0.75,1,9,1,Dropout,0
278,13.78607142857143,1.0,1,38,0,Enrolled,5
279,13.908303571428572,0.9333333333333333,1,38,0,Graduate,5
280,11.7,0.8,0,75,0,Graduate,8
281,14.166666666666666,0.9166666666666666,1,58,0,Graduate,4
282,13.9,1.0,1,74,0,Graduate,4
283,13.316666666666666,0.9166666666666666,1,56,0,Graduate,4
284,12.32857142857143,0.9166666666666666,1,76,0,Graduate,8
285,13.0,1.0,1,2,0,Graduate,6
286,12.416666666666668,1.0,1,41,0,Enrolled,5
287,11.75,0.6666666666666666,1,35,0,Graduate,7
288,11.166666666666668,1.0,0,4,0,Graduate,6
289,13.385,1.0,1,6,0,Graduate,6
290,15.083333333333332,1.0,0,38,0,Graduate,5
291,14.083333333333334,1.0,1,56,0,Graduate,4
292,12.214285714285715,0.9166666666666666,1,74,0,Enrolled,8
293,11.666666666666666,1.0,0,38,0,Graduate,5
294,11.666666666666668,0.5833333333333334,1,75,0,Dropout,1
295,14.725714285714288,0.875,1,41,0,Graduate,5
296,13.916666666666666,1.0,0,57,0,Graduate,4
297,11.952380952380953,1.0,1,2,0,Graduate,6
298,12.81875,1.0,0,2,0,Graduate,6
299,12.86,1.0,1,57,0,Graduate,4
300,12.982142857142858,1.0,0,76,0,Graduate,4
301,12.1,0.9,0,75,0,Graduate,8
302,15.642777777777777,1.0,1,38,0,Graduate,5
303,11.375,0.6,1,38,1,Dropout,7
304,0.0,0.0,0,12,0,Dropout,3
305,11.0,0.6666666666666666,1,20,0,Enrolled,7
306,13.2375,0.8333333333333334,0,20,0,Graduate,5
307,5.5,0.1,1,4,0,Dropout,3
308,14.2,1.0,0,22,0,Graduate,5
309,11.3,0.5833333333333334,1,74,1,Dropout,1
310,14.988095238095237,1.0,1,22,0,Graduate,5
311,11.333333333333334,0.5,1,68,0,Dropout,1
312,11.5,1.0,0,38,0,Graduate,5
313,13.533333333333333,0.8333333333333334,0,76,0,Graduate,8
314,5.25,0.2,1,2,0,Dropout,3
315,16.299999999999997,1.0,1,39,0,Graduate,5
316,14.712337662337662,1.0,1,38,0,Graduate,5
317,14.024920634920633,1.0,1,60,0,Graduate,4
318,11.571428571428573,1.0,1,57,0,Graduate,4
319,12.420238095238094,0.8,1,76,0,Enrolled,8
320,0.0,0.0,1,38,1,Dropout,3
321,13.058571428571428,0.875,1,74,0,Graduate,8
322,14.177777777777777,1.0,1,2,0,Graduate,6
323,11.9,0.65,0,74,0,Graduate,1
324,11.666666666666668,0.6,0,20,0,Enrolled,7
325,11.119047619047619,0.75,1,38,0,Graduate,7
326,13.333333333333334,0.8571428571428571,1,38,0,Graduate,5
327,11.428571428571429,0.9166666666666666,1,2,0,Graduate,6
328,12.0,0.8333333333333334,1,21,0,Enrolled,7
329,12.8,1.0,1,57,0,Enrolled,4
330,12.333333333333332,0.7857142857142857,1,39,0,Enrolled,7
331,0.0,0.0,1,56,0,Dropout,2
332,12.5,1.0,1,76,0,Graduate,4
333,12.166666666666666,1.0,1,75,0,Graduate,4
334,12.916666666666666,1.0,1,71,0,Graduate,4
335,14.0,1.0,1,75,0,Graduate,4
336,14.785714285714285,1.0,1,44,0,Graduate,5
337,13.39125,1.0,0,76,0,Graduate,4
338,12.297619047619047,0.9166666666666666,1,4,0,Graduate,6
339,11.875,0.8,1,11,0,Graduate,0
340,12.0,0.7,1,3,0,Enrolled,0
341,0.0,0.0,1,6,0,Dropout,3
342,12.845238095238095,1.0,1,74,0,Graduate,4
343,13.55,1.0,1,6,0,Graduate,6
344,12.5,0.6,1,75,0,Enrolled,1
345,13.0,1.0,1,38,0,Graduate,5
346,11.5,0.7586206896551724,1,74,0,Enrolled,8
347,11.333333333333332,1.0,1,74,0,Graduate,4
348,13.416666666666668,1.0,1,74,0,Graduate,4
349,11.625,0.75,0,4,0,Enrolled,0
350,12.05,0.6666666666666666,1,38,0,Dropout,7
351,13.5,1.0,1,38,0,Graduate,5
352,0.0,0.0,0,2,0,Dropout,3
353,14.2,0.8571428571428571,1,75,0,Graduate,8
354,5.5,0.4166666666666667,1,38,1,Dropout,3
355,15.714285714285714,1.0,1,20,0,Graduate,5
356,13.014285714285712,0.8666666666666667,1,75,0,Graduate,8
357,0.0,0.0,1,74,0,Dropout,2
358,0.0,0.0,1,74,0,Enrolled,2
359,0.0,0.0,1,42,0,Dropout,2
360,11.75,1.0,0,57,0,Graduate,4
361,11.333333333333332,0.4166666666666667,1,75,0,Dropout,1
362,10.666666666666668,0.7,0,57,0,Enrolled,1
363,13.607142857142858,0.75,1,56,0,Graduate,8
364,13.98,0.7142857142857143,0,2,0,Enrolled,0
365,15.951923076923077,1.0,1,75,0,Graduate,4
366,14.033333333333331,0.8571428571428571,0,57,0,Graduate,8
367,11.1,0.6,1,56,0,Enrolled,1
368,13.761904761904763,0.9285714285714286,1,75,0,Graduate,4
369,13.414285714285716,0.875,0,38,0,Dropout,5
370,13.558441558441558,1.0,1,76,0,Graduate,4
371,11.041666666666668,0.8,1,57,0,Enrolled,8
372,14.130952380952381,1.0,1,20,0,Graduate,5
373,12.428571428571429,1.0,1,38,0,Graduate,5
374,0.0,0.0,1,76,0,Dropout,2
375,12.350000000000001,0.9090909090909091,1,74,0,Enrolled,8
376,0.0,0.0,0,74,0,Dropout,2
377,15.211607142857142,1.0,1,2,0,Graduate,6
378,12.80952380952381,0.9285714285714286,1,6,0,Enrolled,6
379,13.083333333333332,0.5833333333333334,1,75,0,Enrolled,1
380,11.859285714285715,0.7333333333333333,1,57,0,Dropout,8
381,13.5,0.9333333333333333,1,56,0,Enrolled,4
382,10.333333333333334,0.5,1,76,0,Enrolled,1
383,13.297619047619047,1.0,1,38,0,Graduate,5
384,11.833333333333332,0.85,1,7,0,Graduate,6
385,11.333333333333332,1.0,1,68,0,Graduate,4
386,13.0,1.0,1,74,0,Graduate,4
387,11.636363636363637,0.84,1,74,0,Graduate,8
388,12.783333333333333,0.8333333333333334,1,20,0,Enrolled,5
389,14.416666666666666,1.0,1,74,0,Graduate,4
390,11.875,0.4166666666666667,1,42,0,Enrolled,7
391,11.67,0.6666666666666666,1,20,0,Enrolled,7
392,12.2,0.8333333333333334,0,67,1,Dropout,8
393,11.416666666666668,0.4,0,2,0,Dropout,0
394,14.428571428571429,1.0,0,20,0,Graduate,5
395,12.86,0.875,0,2,0,Graduate,6
396,11.863636363636363,1.0,1,22,0,Graduate,5
397,12.571428571428571,0.75,1,75,0,Graduate,8
398,12.757142857142856,0.75,1,56,0,Dropout,8
399,5.333333333333333,0.3,1,75,0,Dropout,2
400,11.399999999999999,0.75,0,4,0,Enrolled,0
401,10.333333333333334,0.5,1,74,0,Enrolled,1
402,11.625,0.5833333333333334,1,75,0,Enrolled,1
403,12.375,0.8333333333333334,1,57,0,Enrolled,8
404,14.731428571428571,0.875,1,74,0,Graduate,4
405,0.0,0.0,1,20,0,Graduate,3
406,13.932692307692308,1.0,1,20,0,Graduate,5
407,15.3,1.0,1,20,0,Graduate,5
408,14.619047619047619,1.0,1,20,0,Graduate,5
409,0.0,0.0,1,68,0,Dropout,2
410,14.654285714285717,0.875,0,38,0,Graduate,5
411,12.401428571428571,0.875,1,20,0,Graduate,5
412,12.829464285714286,0.9333333333333333,0,2,0,Graduate,6
413,14.8,1.0,1,74,0,Graduate,4
414,12.083333333333334,1.0,1,39,0,Graduate,5
415,14.7,1.0,1,74,0,Graduate,4
416,13.802884615384615,1.0,1,2,0,Graduate,6
417,11.3,0.6666666666666666,1,38,0,Dropout,7
418,11.6,0.8571428571428571,0,74,0,Graduate,8
419,0.0,0.0,0,20,0,Dropout,3
420,12.997936507936508,1.0,1,3,0,Graduate,6
421,14.471428571428572,1.0,1,3,0,Graduate,6
422,0.0,0.0,1,3,0,Dropout,3
423,13.25375,1.0,0,4,0,Graduate,6
424,13.942857142857143,1.0,0,21,0,Graduate,5
425,13.916666666666666,0.8571428571428571,1,74,0,Graduate,8
426,13.535714285714285,1.0,0,76,0,Graduate,4
427,11.0,0.5,1,40,0,Enrolled,7
428,0.0,0.0,0,20,0,Dropout,3
429,13.05,0.75,1,57,0,Graduate,8
430,12.082857142857142,0.875,0,75,0,Graduate,8
431,12.316666666666666,0.9166666666666666,1,74,0,Graduate,8
432,12.9,1.0,0,76,0,Graduate,4
433,0.0,0.0,1,2,0,Dropout,3
434,14.385714285714286,0.9166666666666666,1,20,0,Graduate,5
435,13.814285714285717,0.875,0,38,0,Graduate,5
436,10.875,0.8333333333333334,1,38,0,Enrolled,7
437,14.083333333333332,1.0,1,56,0,Graduate,4
438,0.0,0.0,0,10,0,Dropout,3
439,11.3,0.8571428571428571,1,74,0,Graduate,8
440,8.0,0.16666666666666666,1,7,0,Enrolled,3
441,12.0,0.4,1,57,0,Enrolled,1
442,12.3,0.875,0,57,0,Graduate,8
443,12.694285714285714,0.875,0,38,0,Graduate,5
444,11.0,0.8,1,38,0,Graduate,7
445,13.583333333333332,1.0,1,56,0,Graduate,4
446,15.23125,1.0,1,4,0,Graduate,6
447,13.495625,1.0,0,20,0,Dropout,5
448,13.066666666666666,0.9166666666666666,0,20,0,Graduate,5
449,12.8,0.8333333333333334,0,57,0,Enrolled,8
450,14.402857142857142,0.875,1,75,0,Graduate,4
451,13.381428571428572,0.875,0,74,0,Graduate,8
452,14.057500000000001,1.0,0,38,0,Graduate,5
453,12.157142857142857,1.0,0,56,0,Graduate,4
454,11.525,0.9,0,57,0,Enrolled,8
455,11.083333333333332,0.6666666666666666,1,68,0,Graduate,1
456,0.0,0.0,1,75,0,Dropout,2
457,12.8,0.8333333333333334,1,56,0,Dropout,8
458,13.96853146853147,0.9583333333333334,1,20,0,Graduate,5
459,12.916666666666668,1.0,1,74,0,Graduate,4
460,15.5,1.0,1,6,0,Graduate,6
461,13.636363636363637,1.0,1,38,0,Graduate,5
462,10.55,0.75,1,4,0,Graduate,0
463,11.2,1.0,1,4,0,Graduate,6
464,10.5,0.75,1,2,0,Enrolled,0
465,11.122222222222224,0.6666666666666666,1,6,0,Dropout,0
466,13.479166666666668,0.9285714285714286,1,39,0,Enrolled,5
467,13.133333333333333,1.0,0,68,0,Graduate,4
468,13.31,1.0,0,57,0,Graduate,4
469,11.385714285714286,0.8333333333333334,1,74,0,Graduate,8
470,13.487142857142857,0.875,0,38,0,Graduate,5
471,12.083333333333334,1.0,1,57,0,Graduate,4
472,12.354166666666668,0.9166666666666666,1,57,0,Dropout,8
473,13.966666666666669,0.8571428571428571,0,38,0,Graduate,5
474,0.0,0.0,1,68,0,Dropout,2
475,12.15,0.9,1,20,0,Graduate,5
476,6.25,0.2222222222222222,0,38,0,Dropout,3
477,0.0,0.0,1,68,0,Dropout,2
478,12.6025,0.8666666666666667,1,4,0,Graduate,6
479,12.5,0.8333333333333334,1,57,0,Enrolled,8
480,12.825892857142858,0.9333333333333333,1,2,0,Graduate,6
481,14.314285714285717,0.875,0,20,0,Graduate,5
482,0.0,0.0,0,4,0,Dropout,3
483,12.833333333333332,0.6666666666666666,1,76,0,Enrolled,1
484,12.447619047619046,0.8666666666666667,0,20,0,Graduate,5
485,12.433333333333334,0.9166666666666666,1,38,0,Graduate,5
486,11.035714285714285,0.8333333333333334,0,57,0,Dropout,8
487,11.575,0.75,1,20,0,Dropout,7
488,14.591875,1.0,0,74,0,Graduate,4
489,12.67857142857143,0.8666666666666667,0,76,0,Graduate,8
490,12.4375,1.0,1,20,0,Graduate,5
491,14.095238095238095,1.0,1,74,0,Graduate,4
492,12.6,0.8571428571428571,0,4,0,Graduate,6
493,12.366666666666667,0.75,1,74,0,Enrolled,8
494,11.75,0.8571428571428571,1,4,0,Enrolled,6
495,11.25,0.3,0,56,1,Dropout,1
496,5.0,0.07142857142857142,1,75,0,Dropout,2
497,12.0,0.8333333333333334,1,20,0,Graduate,7
498,12.233333333333334,0.9166666666666666,1,57,0,Graduate,8
499,12.77125,1.0,1,76,0,Graduate,4
500,11.966666666666667,0.8,0,75,0,Enrolled,8
501,13.633333333333333,0.9166666666666666,0,76,0,Graduate,4
502,11.516666666666666,0.75,1,2,0,Enrolled,0
503,6.0,0.1111111111111111,0,6,0,Dropout,3
504,11.721428571428572,0.875,0,38,0,Graduate,5
505,13.2625,0.5,1,75,0,Enrolled,1
506,14.275,0.8571428571428571,1,4,0,Enrolled,6
507,13.166666666666666,1.0,0,20,0,Graduate,5
508,13.5,0.9,1,10,0,Dropout,6
509,0.0,0.0,0,20,0,Dropout,3
510,5.375,0.3333333333333333,0,5,0,Enrolled,3
511,0.0,0.0,1,68,0,Dropout,2
512,12.125,0.8,0,68,0,Graduate,8
513,0.0,0.0,1,56,0,Dropout,2
514,0.0,0.0,0,74,1,Dropout,2
515,0.0,0.0,0,74,1,Dropout,2
516,12.45,0.9166666666666666,1,56,0,Graduate,8
